compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status
PF-04494700,NA,RAGE inhibitor,Receptor for Advanced Glycation End-products (RAGE),Alzheimer,Phase 2,NA,2011,Primarily lack of efficact safety but also concerns regarding neurotoxicitySafety signal,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CCCCC1=NC(=CN1C2=CC=C(C=C2)OC3=CC=C(C=C3)Cl)C4=CC=C(C=C4)OCCCN(CC)CC,KJNNWYBAOPXVJY-UHFFFAOYSA-N,11180124,OK
GSK1322322,NA,PDF inhibitor,Bacterial Peptide Deformylase (PDF),Antibacterial,Phase 1,NA,2015,"Due to safety and tolerability issues, specifically increased gastrointestinal adverse events ",clinical_failure,Infectious,tox_safety,GI Toxicity,Discontinued for safety/tox,CC1=NC(=C(C(=N1)N2CCN3CCOC[C@@H]3C2)F)NNC(=O)[C@H](CC4CCCC4)CN(C=O)O,SWHNZGMQMGFQGW-MSOLQXFVSA-N,52918384,OK
GSK2793660,NA,NE inhibitor,Neutrophil Elastase,Bronchiectasis,Phase 1,NA,2014,AEs on repeat dosing,clinical_failure,Respiratory,tox_safety,dermal_toxicity,Discontinued for safety/tox,CC[C@@H](/C=C/C(=O)N1CCC2=CC=CC=C21)NC(=O)C3(CCOCC3)N,IVMRHVTWOHFAKG-WAVCKPEOSA-N,60144367,OK
GSK2190915,NA,FLAP inhibitor,5-Lipoxygenase-activating protein (FLAP),Asthma,Phase 1,NA,2013,Lack of efficacy,clinical_failure,Respiratory,efficacy,efficacy_failure,Discontinued for efficacy,CCOC1=NC=C(C=C1)C2=CC=C(C=C2)CN3C4=C(C=C(C=C4)OCC5=NC=C(C=C5)C)C(=C3CC(C)(C)C(=O)O)SC(C)(C)C,DFQGDHBGRSTTHX-UHFFFAOYSA-N,44473151,OK
Diazoxide,NA,K-ATP opener,ATP-sensitive Potassium (K-ATP) channels,Depression,Phase 2,NA,2016,Severe pulmonary AE in infants,clinical_failure,CNS,tox_safety,respiratory_toxicity,Discontinued for safety/tox,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,GDLBFKVLRPITMI-UHFFFAOYSA-N,3019,OK
Perhexiline,Perhexiline (restricted hepatotoxicity),CPT inhibitor,Carnitine Palmitoyltransferase 1 and 2 (CPT-1/2),Angina,Approved,1970s (France),1980s,Hepatotoxicity,clinical_failure,Cardiovascular,tox_safety,hepatotoxicity,Discontinued for safety/tox,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,CYXKNKQEMFBLER-UHFFFAOYSA-N,4746,OK
Zatosetron,NA,5-HT3 antagonist,5-HT3 receptor,Migraine,Phase 2,NA,1990s,The study failed to demonstrate a significant improvement over placebo in reducing migraine severity or duration.,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC1(CC2=C(O1)C(=CC(=C2)Cl)C(=O)NC3C[C@H]4CC[C@@H](C3)N4C)C,SPKBYQZELVEOLL-GOOCMWNKSA-N,6918154,OK
Zatebradine,NA,If_ channel inhibitor,HCN channels (Hyperpolarization-activated cyclic nucleotide-gated),Angina,Phase 3,NA,1996,Visual/CNS AEs and lack of efficacy,clinical_failure,Cardiovascular,tox_safety,neurotoxicity,Discontinued for safety/tox,CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)CCC3=CC(=C(C=C3)OC)OC,KEDQCFRVSHYKLR-UHFFFAOYSA-N,65637,OK
Vesnarinone,NA,Inotropic agent,Voltage-gated K+ channels and PDE3 inhibition,Heart failure,Phase 3,NA,1993,Increased cardiac mortality ,clinical_failure,Cardiovascular,tox_safety,cardiotoxicity,Discontinued for safety/tox,COC1=C(C=C(C=C1)C(=O)N2CCN(CC2)C3=CC4=C(C=C3)NC(=O)CC4)OC,ZVNYJIZDIRKMBF-UHFFFAOYSA-N,5663,OK
Vernakalant,Vernakalant (oral program),Antiarrhythmic,Atrial-selective K+ channels (IKur_) and Voltage-gated Na+ channels,AF,Phase 3,NA,2007,Hypotension/arrhythmia,clinical_failure,Cardiovascular,tox_safety,idiosyncratic_immunotoxicity,Discontinued for safety/tox,COC1=C(C=C(C=C1)CCO[C@@H]2CCCC[C@H]2N3CC[C@H](C3)O)OC,VBHQKCBVWWUUKN-KZNAEPCWSA-N,9930049,OK
Idalopirdine,NA,5-HT6 antagonist,5-HT6 receptor,Alzheimer disease,Phase 3,NA,2017,Futility/inefficacy,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C1=CC(=CC(=C1)OCC(C(F)F)(F)F)CNCCC2=CNC3=C2C=CC(=C3)F,YBAWYTYNMZWMMJ-UHFFFAOYSA-N,21071390,OK
Intepirdine,NA,5-HT6 antagonist,5-HT6 receptor,Alzheimer disease/DLB,Phase 3,NA,2017,Futility/inefficacy,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C1CN(CCN1)C2=CC=CC3=CC(=CN=C32)S(=O)(=O)C4=CC=CC=C4,JJZFWROHYSMCMU-UHFFFAOYSA-N,11256720,OK
Nelotanserin,NA,5-HT2A inverse agonist,5-HT2A receptor,DLB,Phase 2,NA,2018,Inefficacy,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CN1C(=C(C=N1)Br)C2=C(C=CC(=C2)NC(=O)NC3=C(C=C(C=C3)F)F)OC,COSPVUFTLGQDQL-UHFFFAOYSA-N,11683556,OK
Rapastinel,NA,NMDA modulator,NMDA receptor (GLyx-13; functional partial agonist at glycine site),MDD,Phase 3,NA,2019,Futility,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C[C@H]([C@@H](C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N)N)O,GIBQQARAXHVEGD-BSOLPCOYSA-N,14539800,OK
Apimostinel,NA,NMDA modulator,NMDA receptor (Glycine site partial agonist),MDD,Phase 2,NA,2018,Futility,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C[C@H]([C@@H](C(=O)N1CCC[C@H]1C(=O)N2CCC[C@@]2(CC3=CC=CC=C3)C(=O)N[C@@H]([C@@H](C)O)C(=O)N)N)O,DVBUEXCIEIAXPM-PJUQSVSOSA-N,71249967,OK
Osoresnontrine,BI409306,PDE9 inhibitor,Phosphodiesterase-9 (PDE9),Schizophrenia (cognition),Phase 2,NA,2018,Inefficacy,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C1COCCC1N2C3=C(C=N2)C(=O)NC(=N3)CC4=CC=CC=N4,BZTIJCSHNVZMES-UHFFFAOYSA-N,135908617,OK
PF-04958242,NA,Ampakine,AMPA-type glutamate receptors (Positive Allosteric Modulator),Cognitive impairment/schizophrenia,Phase 2,NA,2016,Inefficacy/tolerability,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC(C)S(=O)(=O)N[C@H]1COC[C@H]1OC2=CC=C(C=C2)C3=CC=C(S3)C#N,TTYKUKSFWHEBLI-DLBZAZTESA-N,49853967,OK
Cenicriviroc,NA,CCR2/CCR5 antagonist,C-C chemokine receptors type 2 and 5 (CCR2/CCR5),NASH,Phase 3,NA,2020,Inefficacy,clinical_failure,Metabolic,efficacy,efficacy_failure,Discontinued for efficacy,CCCCOCCOC1=CC=C(C=C1)C2=CC/3=C(C=C2)N(CCC/C(=C3)/C(=O)NC4=CC=C(C=C4)[S@@](=O)CC5=CN=CN5CCC)CC(C)C,PNDKCRDVVKJPKG-WHERJAGFSA-N,11285792,OK
Losmapimod,NA,p38 MAPK inhibitor,p38 Mitogen-activated protein kinase,DMD/COPD/MI (various),Phase 3,NA,2016,Inefficacy,clinical_failure,Other,efficacy,efficacy_failure,Discontinued for efficacy,CC1=C(C=C(C=C1F)C(=O)NC2CC2)C3=NC=C(C=C3)C(=O)NCC(C)(C)C,KKYABQBFGDZVNQ-UHFFFAOYSA-N,11552706,OK
Varespladib,NA,sPLA2 inhibitor,Secretory Phospholipase A2 (sPLA2),ACS,Phase 3,NA,2012,Increased CV events / risk-benefit,clinical_failure,Cardiovascular,tox_safety,cardiotoxicity,Discontinued for safety/tox,CCC1=C(C2=C(N1CC3=CC=CC=C3)C=CC=C2OCC(=O)O)C(=O)C(=O)N,BHLXTPHDSZUFHR-UHFFFAOYSA-N,155815,OK
Darapladib,NA,Lp-PLA2 inhibitor,Lipoprotein-associated Phospholipase A2 (Lp-PLA2),Atherosclerosis,Phase 3,NA,2014,Inefficacy,clinical_failure,Cardiovascular,efficacy,efficacy_failure,Discontinued for efficacy,CCN(CC)CCN(CC1=CC=C(C=C1)C2=CC=C(C=C2)C(F)(F)F)C(=O)CN3C4=C(CCC4)C(=O)N=C3SCC5=CC=C(C=C5)F,WDPFJWLDPVQCAJ-UHFFFAOYSA-N,9939609,OK
Torcetrapib,NA,CETP inhibitor,Cholesteryl ester transfer protein (CETP),Dyslipidemia / cardiovascular risk reduction,Phase 3,NA,2006,Increased mortality/CV events; off-target BP/aldosterone effects,clinical_failure,Cardiovascular,tox_safety,cardiotoxicity,Discontinued for safety/tox,CC[C@@H]1C[C@@H](C2=C(N1C(=O)OCC)C=CC(=C2)C(F)(F)F)N(CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C(=O)OC,CMSGWTNRGKRWGS-NQIIRXRSSA-N,159325,OK
Dalcetrapib,NA,CETP inhibitor,Cholesteryl ester transfer protein (CETP),Dyslipidemia,Phase 3,NA,2012,Inefficacy,clinical_failure,Cardiovascular,efficacy,efficacy_failure,Discontinued for efficacy,CCC(CC)CC1(CCCCC1)C(=O)NC2=CC=CC=C2SC(=O)C(C)C,YZQLWPMZQVHJED-UHFFFAOYSA-N,6918540,OK
Evacetrapib,NA,CETP inhibitor,Cholesteryl ester transfer protein (CETP),Dyslipidemia,Phase 3,NA,2015,Inefficacy (futility),clinical_failure,Cardiovascular,efficacy,efficacy_failure,Discontinued for efficacy,CC1=CC(=C2C(=C1)[C@H](CCCN2CC3CCC(CC3)C(=O)O)N(CC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)C5=NN(N=N5)C)C,IHIUGIVXARLYHP-UXNJHFGPSA-N,49836058,OK
Omapatrilat,NA,ACE/NEP dual inhibitor,Angiotensin-converting enzyme (ACE) and Neprilysin (NEP),Hypertension/HF,Phase 3,NA,2002,Angioedema risk vs SOC,clinical_failure,Cardiovascular,tox_safety,respiratory_toxicity,Discontinued for safety/tox,C1C[C@H](N2[C@H](C1)SCC[C@@H](C2=O)NC(=O)[C@H](CC3=CC=CC=C3)S)C(=O)O,LVRLSYPNFFBYCZ-VGWMRTNUSA-N,656629,OK
Setipiprant,NA,CRTH2 antagonist,Prostaglandin D2 receptor 2 (DP2 / CRTH2),Asthma/allergy,Phase 3,NA,2015,Inefficacy,clinical_failure,Respiratory,efficacy,efficacy_failure,Discontinued for efficacy,C1CN(CC2=C1N(C3=C2C=C(C=C3)F)CC(=O)O)C(=O)C4=CC=CC5=CC=CC=C54,IHAXLPDVOWLUOS-UHFFFAOYSA-N,49843471,OK
Fevipiprant,NA,CRTH2 antagonist,Prostaglandin D2 receptor 2 (DP2 / CRTH2),Asthma,Phase 3,NA,2019,Inefficacy,clinical_failure,Respiratory,efficacy,efficacy_failure,Discontinued for efficacy,CC1=C(C2=C(N1CC3=C(C=C(C=C3)S(=O)(=O)C)C(F)(F)F)N=CC=C2)CC(=O)O,GFPPXZDRVCSVNR-UHFFFAOYSA-N,23582412,OK
Ibudilast,NA,PDE inhibitor,Phosphodiesterase-4 (PDE4) and TLR4,MS/ALS (various),Phase 2/3,NA,2018,Inefficacy (varies by program),clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C,ZJVFLBOZORBYFE-UHFFFAOYSA-N,3671,OK
Latrepirdine,Latrepirdine (Dimebon),Antihistamine/Neuroprotective,"Histamine H1, 5-HT6 receptors and mitochondrial permeability transition pore",Alzheimer disease,Phase 3,NA,2010,Inefficacy,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC1=CC2=C(C=C1)N(C3=C2CN(CC3)C)CCC4=CN=C(C=C4)C,JNODQFNWMXFMEV-UHFFFAOYSA-N,197033,OK
Minocycline,Minocycline (HD program),Tetracycline antibiotic,Bacterial 30S ribosome,Neurodegeneration (various),Phase 2/3,NA,2018,Inefficacy,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,FFTVPQUHLQBXQZ-KVUCHLLUSA-N,54675783,OK
CERC-301,CERC-301 (MK-0657),NMDA NR2B antagonist,NMDA receptor GluN2B (NR2B) subunit,MDD,Phase 2,NA,2016,Inefficacy,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC1=CC=C(C=C1)COC(=O)N2CC[C@@H]([C@@H](C2)F)CNC3=NC=CC=N3,RECBFDWSXWAXHY-IAGOWNOFSA-N,11394238,OK
RG3487,NA,nAChR agonist/PAM,_7_ nicotinic acetylcholine receptor,Schizophrenia cognition,Phase 2,NA,2014,Inefficacy/tolerability,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C1CN2CCC1[C@@H](C2)NC(=O)C3=NNC4=CC=CC=C43.Cl,CMRLNEYJEPELSM-BTQNPOSSSA-N,10380472,OK
Dexpramipexole,NA,Mitochondrial agent,Mitochondrial bioenergetics (mechanism complex; non-dopaminergic),ALS,Phase 3,NA,2013,Inefficacy,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CCCN[C@@H]1CCC2=C(C1)SC(=N2)N,FASDKYOPVNHBLU-SSDOTTSWSA-N,59868,OK
Laquinimod,NA,Immunomodulator,Aryl hydrocarbon receptor (AhR),Multiple sclerosis,Phase 3,NA,2014,Lack of efficacy and cardiovascular safety concerns at higher doses.,clinical_failure,CNS,tox_safety,cardiotoxicity,Discontinued for efficacy,CCN(C1=CC=CC=C1)C(=O)C2=C(C3=C(C=CC=C3Cl)N(C2=O)C)O,GKWPCEFFIHSJOE-UHFFFAOYSA-N,54677946,OK
Istradefylline,NA,A-2A$ antagonist,Adenosine A2A receptor,Parkinson disease,Phase 3,NA,2008,Inefficacy (initial),clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CCN1C2=C(C(=O)N(C1=O)CC)N(C(=N2)/C=C/C3=CC(=C(C=C3)OC)OC)C,IQVRBWUUXZMOPW-PKNBQFBNSA-N,5311037,OK
Clazosentan,NA,Endothelin A antagonist,Endothelin A (ET-A) receptor,SAH vasospasm,Phase 3,NA,2019,Inefficacy/risk - benefit,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC1=CN=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=CC(=NC=C3)C4=NNN=N4)OCCO)OC5=CC=CC=C5OC,LFWCJABOXHSRGC-UHFFFAOYSA-N,6433095,OK
Roxadustat,NA,HIF-PH inhibitor,HIF prolyl-hydroxylase,Anemia,Phase 3,NA,2021,Risk-benefit debates (region-dependent) - FDA idenditifed major cardiovascular tox,clinical_failure,Hematology,tox_safety,cardiotoxicity,Discontinued for safety/tox,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3,YOZBGTLTNGAVFU-UHFFFAOYSA-N,11256664,OK
Bucindolol,NA,Beta-blocker,B1 and B2-adrenergic receptors,HF,Phase 3,NA,2000,Lack of overall survival benefit in its pivotal Phase III trial and a subsequent FDA rejection based on data integrity concerns,clinical_failure,Cardiovascular,efficacy,efficacy_failure,Discontinued for efficacy,CC(C)(CC1=CNC2=CC=CC=C21)NCC(COC3=CC=CC=C3C#N)O,FBMYKMYQHCBIGU-UHFFFAOYSA-N,51045,OK
Cariporide,NA,NHE-1 inhibitor,Sodium-hydrogen exchanger 1 (NHE-1),MI/cardioprotection,Phase 3,NA,2000,An increased risk of death and cerebrovascular events (strokes),clinical_failure,Cardiovascular,tox_safety,neurotoxicity,Discontinued for safety/tox,CC(C)C1=C(C=C(C=C1)C(=O)N=C(N)N)S(=O)(=O)C,IWXNYAIICFKCTM-UHFFFAOYSA-N,151172,OK
Xanomeline,NA,Muscarinic agonist,M1 and M4 muscarinic receptors,Schizophrenia/AD,Phase 2,NA,2000,GI tolerability + development halted,clinical_failure,CNS,tox_safety,GI Toxicity,Discontinued for safety/tox,CCCCCCOC1=NSN=C1C2=CCCN(C2)C,JOLJIIDDOBNFHW-UHFFFAOYSA-N,60809,OK
Lanabecestat,Lanabecestat (AZD3293/LY3314814),BACE1 inhibitor,b-site Amyloid Precursor Protein Cleaving Enzyme (BACE1/2),Alzheimer disease,Phase 3,NA,2018,Futility / unlikely to meet primary endpoints,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC#CC1=CC(=CN=C1)C2=CC3=C(CC4([C@]35N=C(C(=N5)N)C)CCC(CC4)OC)C=C2,WKDNQONLGXOZRG-BOPKNSRXSA-N,67979346,OK
Atabecestat,Atabecestat (JNJ-54861911),BACE1 inhibitor,b-site Amyloid Precursor Protein Cleaving Enzyme (BACE1),Alzheimer disease,Phase 2/3,NA,2018,Elevated liver enzymes; benefit/risk no longer favorable,clinical_failure,CNS,tox_safety,hepatotoxicity,Discontinued for safety/tox,C[C@]1(C=CSC(=N1)N)C2=C(C=CC(=C2)NC(=O)C3=NC=C(C=C3)C#N)F,VLLFGVHGKLDDLW-SFHVURJKSA-N,68254185,OK
Elenbecestat,Elenbecestat (E2609),BACE inhibitor,b-site Amyloid Precursor Protein Cleaving Enzyme (BACE),Alzheimer disease,Phase 3,NA,2019,Unfavorable benefit/risk per DSMB (MISSION trials ended),clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C[C@@H]1[C@H]2CSC(=N[C@]2(CO1)C3=C(C=CC(=C3)NC(=O)C4=NC=C(N=C4)C(F)F)F)N,AACUJFVOHGRMTR-DPXNYUHVSA-N,57827330,OK
Tarenflurbil,Tarenflurbil (Flurizan),g-secretase modulator,g-secretase complex (selective modulation),Mild Alzheimer disease,Phase 3,NA,2008,Phase 3 failed to meet cognition/ADL endpoints; development stopped lack of efficacy due to very poor BBB Permeable,clinical_failure,CNS,pk_adme,poor_BBB_permeability,Discontinued for PK/ADME,C[C@H](C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,SYTBZMRGLBWNTM-SNVBAGLBSA-N,92337,OK
Tramiprosate,Tramiprosate (Alzhemed),Amyloid aggregation mod.,Amyloid-beta (A-beta) monomers (prevents aggregation),Alzheimer disease,Phase 3,NA,2007,Phase 3 not significantly better than placebo; development discontinued,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C(CN)CS(=O)(=O)O,SNKZJIOFVMKAOJ-UHFFFAOYSA-N,1646,OK
Bitopertin,Bitopertin (RG1678),GlyT1 inhibitor,Glycine Transporter 1 (GlyT1),Negative symptoms / sub-optimally controlled symptoms of schizophrenia,Phase 3,NA,2014,Primary issue: Phase 3 efficacy failures (no consistent benefit),clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C[C@@H](C(F)(F)F)OC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)N2CCN(CC2)C3=C(C=C(C=N3)C(F)(F)F)F,YUUGYIUSCYNSQR-LBPRGKRZSA-N,24946690,OK
Pomaglumetad,Pomaglumetad methionil (LY2140023),mGluR2/3 agonist,Metabotropic glutamate receptors 2 and 3 (mGluR2/3),Schizophrenia,Phase 3,NA,2012,No efficacy vs placebo (development stopped by sponsor),clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C1[C@]([C@@H]2[C@H]([C@@H]2S1(=O)=O)C(=O)O)(C(=O)O)N,AVDUGNCTZRCAHH-MDASVERJSA-N,9834591,OK
Preladenant,NA,Adenosine A2A antagonist,Adenosine A2A receptor,"Parkinson disease (motor symptoms, adjunct)",Phase 3,NA,2013,No evidence of efficacy vs placebo in Phase 3,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,COCCOC1=CC=C(C=C1)N2CCN(CC2)CCN3C4=C(C=N3)C5=NC(=NN5C(=N4)N)C6=CC=CO6,DTYWJKSSUANMHD-UHFFFAOYSA-N,10117987,OK
Isradipine,Isradipine (CR),Calcium channel blocker,L-type voltage-gated Ca2+ channels (investigated for Parkinson's),Disease modification in early Parkinson,Phase 3,NA,2020,No slowing of clinical progression vs placebo (STEADY-PD III),clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,HMJIYCCIJYRONP-UHFFFAOYSA-N,3784,OK
NXY-059,NA,Free-radical trap,Free radicals (nitrone spin trap),Acute ischemic stroke,Phase 3,NA,2006,SAINT II negative for endpoints ‚Üí development discontinued,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC(C)(C)/[N+](=C/C1=C(C=C(C=C1)S(=O)(=O)[O-])S(=O)(=O)[O-])/[O-].[Na+].[Na+],XLZOVRYBVCMCGL-BPNVQINPSA-L,6440181,OK
Tirilazad,Tirilazad (mesylate),Lipid peroxidation inhibitor,Lipid peroxyl radicals (21-aminosteroid),Acute ischemic stroke / CNS injury,Phase 3,NA,1997,Trials showed no benefit; signal of worse outcomes reported,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C3=CC[C@@]2([C@H]1C(=O)CN5CCN(CC5)C6=NC(=NC(=C6)N7CCCC7)N8CCCC8)C)C,RBKASMJPSJDQKY-RBFSKHHSSA-N,104903,OK
Gavestinel,NA,NMDA glycine-site antagonist,NMDA receptor glycine binding site,Acute stroke neuroprotection,Phase 3,NA,2000,No improvement in functional outcome (GAIN International),clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C1=CC=C(C=C1)NC(=O)/C=C/C2=C(NC3=C2C(=CC(=C3)Cl)Cl)C(=O)O,WZBNEZWCNKUOSM-VOTSOKGWSA-N,6450546,OK
Aptiganel,Aptiganel (Cerestat; CNS-1102),NMDA receptor antagonist,NMDA receptor ion channel (non-competitive),Acute ischemic stroke,Phase 2/3,NA,2001,"Lack of efficacy and serious safety concerns, including a trend toward increased mortality in clinical trials",clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CCC1=CC(=CC=C1)N(C)C(=NC2=CC=CC3=CC=CC=C32)N,BFNCJMURTMZBTE-UHFFFAOYSA-N,60840,OK
Selfotel,Selfotel (CGS-19755),NMDA receptor antagonist,NMDA receptor (competitive antagonist),Acute ischemic stroke / TBI,Phase 2/3,NA,1997,Stroke studies terminated (safety/benefit concerns drove termination),clinical_failure,CNS,tox_safety,cardiotoxicity,Discontinued for safety/tox,C1CN[C@@H](C[C@@H]1CP(=O)(O)O)C(=O)O,LPMRCCNDNGONCD-RITPCOANSA-N,68736,OK
Telcagepant,Telcagepant (MK-0974),CGRP receptor antagonist,Calcitonin gene-related peptide (CGRP) receptor,Acute migraine,Phase 3,NA,2011,Liver enzyme elevations / DILI concern � development discontinued,clinical_failure,CNS,tox_safety,hepatotoxicity,Discontinued for safety/tox,C1C[C@H](C(=O)N(C[C@@H]1C2=C(C(=CC=C2)F)F)CC(F)(F)F)NC(=O)N3CCC(CC3)N4C5=C(NC4=O)N=CC=C5,CGDZXLJGHVKVIE-DNVCBOLYSA-N,11319053,OK
Fialuridine,Fialuridine (FIAU),Nucleoside analog,Viral DNA polymerase (halted due to severe mitochondrial toxicity),Hepatitis B,Phase 2,NA,1993,Mitochondrial toxicity linked to metabolism,clinical_failure,Infectious,pk_adme,metabolic_toxicity,Discontinued for PK/ADME,C1=C(C(=O)NC(=O)N1[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)F)I,IPVFGAYTKQKGBM-BYPJNBLXSA-N,50313,OK
Posicor,Posicor (Mibefradil),Calcium channel blocker,T-type and L-type voltage-gated Ca2+ channels,Hypertension,Approved,NA,1998,CYP3A4 inhibition causing drug-drug interactions,market_withdrawal,Cardiovascular,pk_adme,differential_pk_interactions,Withdrawn / restricted for safety,CC(C)[C@H]1C2=C(CC[C@@]1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)COC)C=C(C=C2)F.Cl.Cl,MTJLQTFHJIHXIX-GDUXWEAWSA-N,60662,OK
Carbazeran,NA,PDE inhibitor,Phosphodiesterase (PDE) enzymes,Heart failure,Phase 2,NA,1990,Low oral bioavailability and short half-life in humans,clinical_failure,Cardiovascular,pk_adme,low_F_short_half_life,Discontinued for PK/ADME,CCNC(=O)OC1CCN(CC1)C2=NN=CC3=CC(=C(C=C32)OC)OC,QJGVXJYGDBSPSJ-UHFFFAOYSA-N,71983,OK
Avoralstat,Avoralstat (BCX4161),Plasma kallikrein inhibitor,Plasma Kallikrein,Hereditary angioedema,Phase 3,NA,2018,Poor PK with insufficient systemic exposure,clinical_failure,Immunology,pk_adme,low_exposure_pk_failure,Discontinued for efficacy,COC1=CC(=C(C=C1C=C)C(=O)NC2=CC=C(C=C2)C(=N)N)C3=C(N=C(C=C3)C(=O)NCC4CC4)C(=O)O,TUWMKPVJGGWGNL-UHFFFAOYSA-N,86566678,OK
Olcegepant,NA,CGRP receptor antagonist,Calcitonin gene-related peptide (CGRP) receptor,Migraine,Phase 2,NA,2004,Low oral bioavailability limiting development,clinical_failure,CNS,pk_adme,poor_bioavailability,Discontinued for PK/ADME,C1CN(CCC1N2CC3=CC=CC=C3NC2=O)C(=O)N[C@H](CC4=CC(=C(C(=C4)Br)O)Br)C(=O)N[C@@H](CCCCN)C(=O)N5CCN(CC5)C6=CC=NC=C6,ITIXDWVDFFXNEG-JHOUSYSJSA-N,6918509,OK
BMS 488043,"BMS-448043 (MKS21EJ435, BMS-043)",HIV-1 attachment inhibitor,HIV-1 gp120 protein,HIV infection,Phase 1,NA,2005,Discontinued primarily due to poor bioavailability and suboptimal pharmacokinetics,clinical_failure,Infectious,pk_adme,poor_bioavailability,Discontinued for PK/ADME,COC1=CN=C(C2=C1C(=CN2)C(=O)C(=O)N3CCN(CC3)C(=O)C4=CC=CC=C4)OC,DBPMWRYLTBNCCE-UHFFFAOYSA-N,507806,OK
DPC-083,NA,NNRTI,HIV-1 Reverse Transcriptase (Non-nucleoside),HIV infection,Phase 2,NA,2005,Program discontinued; PK/formulation constraints reported for related series (low solubility / absorption sensitivity),clinical_failure,Infectious,pk_adme,pk_formulation_liability,Discontinued for PK/ADME,C1CC1/C=C/[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)N2)C(F)(F)F,UXDWYQAXEGVSPS-GFUIURDCSA-N,5327770,OK
Enalkiren,NA,Direct renin inhibitor,Renin,Hypertension,Phase 2,NA,2000,Poor absorption and very low oral bioavailability (<2%); short half-life limited chronic oral development,clinical_failure,Cardiovascular,pk_adme,poor_bioavailability,Discontinued for PK/ADME,CC(C)C[C@@H]([C@@H]([C@H](CC1CCCCC1)NC(=O)[C@H](CC2=CN=CN2)NC(=O)[C@H](CC3=CC=C(C=C3)OC)NC(=O)CC(C)(C)N)O)O,KQXVERRYBYGQJZ-WRPDIKACSA-N,60594,OK
